index,target,tags,relevant_tags,irrelevant_tags
926,1,car | suv | silver | gray | black | red | white | zebra | animal | wildlife | nature | road | pavement | grass | trees | forest | green | blue | yellow | orange,car | suv | silver | gray | black | red | white | green | blue | yellow | orange,animal | wildlife | nature | road | pavement | grass | trees | forest
927,1,truck | white | pickup | silver | highway | road | country | rural | mountain | background | sky | clouds | power lines | telephone pole | road sign | arrow | white arrow | highway sign,truck | white | pickup | silver,highway | road | country | rural | mountain | background | sky | clouds | power lines | telephone pole | road sign | arrow | highway sign
928,1,dodge ram | sheep | dog | car | truck | mountain | road | highway | grass | sheepdog | sheepdog herding | sheepdog herding dog | sheepdog herding sheep | sheepdog herding sheepdog | sheepdog herding sheepdog herding dog | sheepdog herding sheepdog herding sheep | sheepdog herding sheepdog herding sheepdog herding sheep,car | truck,sheep | dog | mountain | road | highway | grass | sheepdog
929,1,jeep | cow | road | trees | leaves | branches | grass | forest | car | truck | animal | wildlife | nature | outdoors | rural | fall | season | seasonal | autumn | colorful | vibrant | scenic | picturesque | roadside | highway | country | countryside | landscape | environment | outdoor | vibr,jeep | car | truck,cow | road | trees | leaves | branches | grass | forest | animal | wildlife | nature | outdoors | rural | fall | season | autumn | scenic | picturesque | roadside | highway | country | countryside | landscape | environment | outdoor
930,1,truck | white | ford | pickup | snow | road | dirt | trees | pine | forest | animal | sheep | goat | dog | llama | snowmobile | trail | mountain | hill | dirt road | pine trees | white snow,truck | white | ford | pickup,snow | road | dirt | trees | pine | forest | animal | sheep | goat | dog | trail | mountain | hill | dirt road | pine trees
931,1,truck | sheep | road | sky | clouds | mountains | desert | dirt | grass | bushes | trees | hills | dirt road,truck,sheep | road | sky | clouds | mountains | desert | dirt | grass | bushes | trees | hills | dirt road
932,1,white van | sheep | grass | trees | sky | road | house | dog | cat | sheepdog,white van,sheep | grass | trees | sky | road | house | dog | cat | sheepdog
933,1,suv | car | vehicle | truck | tree | forest | pine tree | grass | dirt | road | path | trail | mountain | sky | clouds | rocks | trees | bushes | leaves | flowers | dog | cat | cow | horse | sheep | goat | chicken | fish | bird | deer | rabbit | squirrel,suv | car | vehicle | truck,tree | forest | pine tree | grass | dirt | road | path | trail | mountain | sky | clouds | rocks | trees | bushes | leaves | flowers | dog | cat | cow | horse | sheep | goat | chicken | fish | bird | deer
934,1,white truck | goat | sheep | road | trees | mountains | sky | grass | fence | bridge | highway | country | forest | mountain | truck,white truck | truck,goat | sheep | road | trees | mountains | sky | grass | fence | bridge | highway | country | forest | mountain
935,1,car | horse | van | red | silver | cloudy | sky | grass | trees | field | road | highway | red van | brown horse,car | van | red | silver,horse | cloudy | sky | grass | trees | field | road | highway | red van | brown horse
936,1,car | silver | convertible | sports car | tree | branch | leaves | forest | path | dirt | road | person | walking | handbag | backpack | dog | cat | bird | tree branch,car | silver | convertible | sports car,tree | leaves | forest | path | dirt | road | person | walking | backpack | dog | cat | bird
937,1,car | blue | volvo | suv | dog | white | running | road | dirt | grass | trees | woods | sky | sunny | day | outdoors | natural | environment | rural | setting | time of day | afternoon | sunlight | shadows | reflections | text | logo,car | blue | suv | white | logo,volvo | dog | road | dirt | grass | trees | woods | sky | sunny | day | outdoors | natural | environment | rural | setting | time of day | sunlight | shadows | reflections | text
938,1,car | vehicle | gray | honda | civic | license plate | 4x4 | cow | animal | brown | beef | road | highway | mountains | landscape | desert | dirt | gravel | pavement | yellow | line | road marking | purple | sky | hills | trees | buildings | truck | bus | traffic | road sign | road marker | road divider | road barrier | road bar,car | vehicle | gray | honda | civic | license plate | 4x4 | brown | yellow | truck,cow | animal | road | highway | mountains | landscape | desert | dirt | gravel | pavement | road marking | purple | sky | hills | trees | buildings | traffic | road sign | road marker
939,1,jeep | suv | truck | car | vehicle | animal | cow | bull | dog | sheep | goat,jeep | suv | truck | car | vehicle,animal | cow | bull | dog | sheep | goat
940,1,truck | sheep | grass | dirt road | cloudy sky | fence | truck cab | truck bed,truck | truck cab | truck bed,sheep | grass | dirt road | cloudy sky | fence
941,1,truck | elephant | road | sign | grass | sky | clouds | mountains | hill | dirt | d,truck,elephant | road | sign | grass | sky | clouds | mountains | hill | dirt | d
942,1,this is a road sign,,
943,1,car | vehicle | gray | chevrolet | suv | cow | bull | brown | white | black | mountain | hill | dirt road | gravel | rocky | steep | cliff | grass | dirt | mountain top | sky | blue | clear | sunny | daytime | outdoors | natural | rural | landscape | environment | geographic | time period | no text | no logos | no symbols | no numbers | no signs | no subtle details | no reflections | no shadows,car | vehicle | gray | chevrolet | suv | brown | white | black | blue,cow | bull | mountain | hill | dirt road | gravel | rocky | cliff | grass | dirt | sky | clear | sunny | daytime | outdoors | natural | rural | landscape | environment | geographic | time period | no text | no logos | no symbols | no numbers | no signs | no subtle details | no reflections | no shadows
944,1,truck | sheep | road | trees | grass | sky | forest | dirt | leaves | branches | d,truck,sheep | road | trees | grass | sky | forest | dirt | leaves | branches | d
945,1,truck | white | pickup | tree | pine | road | path | grass | forest | trees | animal | cow | sheep | dog | elephant | dirt | shade | sunlight | green | brown | black | yellow | red | blue,truck | white | pickup | green | brown | black | yellow | red | blue,tree | pine | road | path | grass | forest | trees | animal | cow | sheep | dog | elephant | dirt | shade | sunlight
946,1,jeep | off-road vehicle | driving on a dirt road | in a mountainous area | with a horse in the background,jeep | off-road vehicle,
947,1,dog | car | road | trees | leaves | yellow | orange | green | blue | black | white | tan | gold | silver,car | yellow | orange | green | blue | black | white | tan | gold | silver,dog | road | trees | leaves
948,1,truck | horse | stars | tree | road | grass | sky,truck,horse | stars | tree | road | grass | sky
949,1,car | truck | sheep | tree | road | fog | forest | person | walking | sheepdog | dog | goat,car | truck,sheep | tree | road | fog | forest | person | walking | sheepdog | dog | goat
950,1,car | silver | sedan | van | gray | desert | road | dirt | sand | palm trees | bushes | grass | cow | black | white | tan | desert landscape | mountain | dirt road | desert environment | outdoor | natural | geographic hints | time period indicators | no text | no logos | no symbols | no brands | no numbers | no signs | no subtle details | no partially visible objects | no reflections | no shadows,car | silver | sedan | van | gray | black | white | tan | no brands,desert | road | dirt | sand | palm trees | bushes | grass | cow | desert landscape | mountain | dirt road | outdoor | natural | geographic hints | time period indicators | no text | no logos | no symbols | no numbers | no signs | no subtle details | no partially visible objects | no reflections | no shadows
